Address,air,alarm,chilled,chiller,cmd,co2,comp,compressor,condenser,current,damper,delay,delta,demand,discharge,enable,energy,entering,enthalpy,fan,fault,fire,flow,high,hot,humidity,leaving,lockout,low,manual,max,min,outside,power,pressure,refrig,reset,return,run,sensor,sp,speed,suction,sys,sysRef,temp,trip,unit,valve,vfd,water,zone
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d21-VAV~2d06~2d17~2eVAV~2d06~2d17-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d21-VAV~2d06~2d17~2eVAV~2d06~2d17-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d21-VAV~2d06~2d17~2eVAV~2d06~2d17-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d21-VAV~2d06~2d17~2eVAV~2d06~2d17-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d21-VAV~2d06~2d17~2eVAV~2d06~2d17-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d22-VAV~2d06~2dP1~2eVAV~2d06~2dP1-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d22-VAV~2d06~2dP1~2eVAV~2d06~2dP1-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d22-VAV~2d06~2dP1~2eVAV~2d06~2dP1-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d22-VAV~2d06~2dP1~2eVAV~2d06~2dP1-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d22-VAV~2d06~2dP1~2eVAV~2d06~2dP1-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d22-VAV~2d06~2dP1~2eVAV~2d06~2dP1-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d22-VAV~2d06~2dP1~2eVAV~2d06~2dP1-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d22-VAV~2d06~2dP1~2eVAV~2d06~2dP1-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d23-VAV~2d06~2dP2~2eVAV~2d06~2dP2-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d23-VAV~2d06~2dP2~2eVAV~2d06~2dP2-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d23-VAV~2d06~2dP2~2eVAV~2d06~2dP2-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d23-VAV~2d06~2dP2~2eVAV~2d06~2dP2-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d23-VAV~2d06~2dP2~2eVAV~2d06~2dP2-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d23-VAV~2d06~2dP2~2eVAV~2d06~2dP2-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d23-VAV~2d06~2dP2~2eVAV~2d06~2dP2-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d23-VAV~2d06~2dP2~2eVAV~2d06~2dP2-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d24-VAV~2d06~2dP3~2eVAV~2d06~2dP3-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d24-VAV~2d06~2dP3~2eVAV~2d06~2dP3-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d24-VAV~2d06~2dP3~2eVAV~2d06~2dP3-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d24-VAV~2d06~2dP3~2eVAV~2d06~2dP3-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d24-VAV~2d06~2dP3~2eVAV~2d06~2dP3-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d24-VAV~2d06~2dP3~2eVAV~2d06~2dP3-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d24-VAV~2d06~2dP3~2eVAV~2d06~2dP3-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d24-VAV~2d06~2dP3~2eVAV~2d06~2dP3-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d25-VAV~2d06~2dP4~2eVAV~2d06~2dP4-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d25-VAV~2d06~2dP4~2eVAV~2d06~2dP4-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d25-VAV~2d06~2dP4~2eVAV~2d06~2dP4-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d25-VAV~2d06~2dP4~2eVAV~2d06~2dP4-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d25-VAV~2d06~2dP4~2eVAV~2d06~2dP4-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d25-VAV~2d06~2dP4~2eVAV~2d06~2dP4-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d25-VAV~2d06~2dP4~2eVAV~2d06~2dP4-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d25-VAV~2d06~2dP4~2eVAV~2d06~2dP4-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d26-L6~2dMisc~2eL6-AH~2dPORTAL~2dENABLE~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d26-L6~2dMisc~2eL6-AH~2dSCHED~2dENABLE~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d26-L6~2dMisc~2eL6~2dMISC-RA1~2dCO2~2eTrend1,+,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,+,,,,,,,,ppm,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d26-L6~2dMisc~2eL6~2dMISC-RA2~2dCO2~2eTrend1,+,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,+,,,,,,,,ppm,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d27-VAV~2d07~2d01~2eVAV~2d07~2d01-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d27-VAV~2d07~2d01~2eVAV~2d07~2d01-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d27-VAV~2d07~2d01~2eVAV~2d07~2d01-SA~2dF~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,+,,,,,,,,,,,,,,,,,+,,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d27-VAV~2d07~2d01~2eVAV~2d07~2d01-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d27-VAV~2d07~2d01~2eVAV~2d07~2d01-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d27-VAV~2d07~2d01~2eVAV~2d07~2d01-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d27-VAV~2d07~2d01~2eVAV~2d07~2d01-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d27-VAV~2d07~2d01~2eVAV~2d07~2d01-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d27-VAV~2d07~2d01~2eVAV~2d07~2d01-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d28-VAV~2d07~2d02~2eVAV~2d07~2d02-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d28-VAV~2d07~2d02~2eVAV~2d07~2d02-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d28-VAV~2d07~2d02~2eVAV~2d07~2d02-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d28-VAV~2d07~2d02~2eVAV~2d07~2d02-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d28-VAV~2d07~2d02~2eVAV~2d07~2d02-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d28-VAV~2d07~2d02~2eVAV~2d07~2d02-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d28-VAV~2d07~2d02~2eVAV~2d07~2d02-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d28-VAV~2d07~2d02~2eVAV~2d07~2d02-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d29-VAV~2d07~2d03~2eVAV~2d07~2d03-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d29-VAV~2d07~2d03~2eVAV~2d07~2d03-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d29-VAV~2d07~2d03~2eVAV~2d07~2d03-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d29-VAV~2d07~2d03~2eVAV~2d07~2d03-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d29-VAV~2d07~2d03~2eVAV~2d07~2d03-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d29-VAV~2d07~2d03~2eVAV~2d07~2d03-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d29-VAV~2d07~2d03~2eVAV~2d07~2d03-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d29-VAV~2d07~2d03~2eVAV~2d07~2d03-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d30-VAV~2d07~2d04~2eVAV~2d07~2d04-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d30-VAV~2d07~2d04~2eVAV~2d07~2d04-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d30-VAV~2d07~2d04~2eVAV~2d07~2d04-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d30-VAV~2d07~2d04~2eVAV~2d07~2d04-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d30-VAV~2d07~2d04~2eVAV~2d07~2d04-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d30-VAV~2d07~2d04~2eVAV~2d07~2d04-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d30-VAV~2d07~2d04~2eVAV~2d07~2d04-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d30-VAV~2d07~2d04~2eVAV~2d07~2d04-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d31-VAV~2d07~2d05~2eVAV~2d07~2d05-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d31-VAV~2d07~2d05~2eVAV~2d07~2d05-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d31-VAV~2d07~2d05~2eVAV~2d07~2d05-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d31-VAV~2d07~2d05~2eVAV~2d07~2d05-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d31-VAV~2d07~2d05~2eVAV~2d07~2d05-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d31-VAV~2d07~2d05~2eVAV~2d07~2d05-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d31-VAV~2d07~2d05~2eVAV~2d07~2d05-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d31-VAV~2d07~2d05~2eVAV~2d07~2d05-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d32-VAV~2d07~2d06~2eVAV~2d07~2d06-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d32-VAV~2d07~2d06~2eVAV~2d07~2d06-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d32-VAV~2d07~2d06~2eVAV~2d07~2d06-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d32-VAV~2d07~2d06~2eVAV~2d07~2d06-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d32-VAV~2d07~2d06~2eVAV~2d07~2d06-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d32-VAV~2d07~2d06~2eVAV~2d07~2d06-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d32-VAV~2d07~2d06~2eVAV~2d07~2d06-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d32-VAV~2d07~2d06~2eVAV~2d07~2d06-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d33-VAV~2d07~2d07~2eVAV~2d07~2d07-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d33-VAV~2d07~2d07~2eVAV~2d07~2d07-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d33-VAV~2d07~2d07~2eVAV~2d07~2d07-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d33-VAV~2d07~2d07~2eVAV~2d07~2d07-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d33-VAV~2d07~2d07~2eVAV~2d07~2d07-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d33-VAV~2d07~2d07~2eVAV~2d07~2d07-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d33-VAV~2d07~2d07~2eVAV~2d07~2d07-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d33-VAV~2d07~2d07~2eVAV~2d07~2d07-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d34-VAV~2d07~2d08~2eVAV~2d07~2d08-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d34-VAV~2d07~2d08~2eVAV~2d07~2d08-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d34-VAV~2d07~2d08~2eVAV~2d07~2d08-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d34-VAV~2d07~2d08~2eVAV~2d07~2d08-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d34-VAV~2d07~2d08~2eVAV~2d07~2d08-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_05_NAE~2d05~2fFC~2d1~2eFD~2d34-VAV~2d07~2d08~2eVAV~2d07~2d08-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
