Address,air,alarm,chilled,chiller,cmd,co2,comp,compressor,condenser,current,damper,delay,delta,demand,discharge,enable,energy,entering,enthalpy,fan,fault,fire,flow,high,hot,humidity,leaving,lockout,low,manual,max,min,outside,power,pressure,refrig,reset,return,run,sensor,sp,speed,suction,sys,sysRef,temp,trip,unit,valve,vfd,water,zone
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d74-VAV~2d14~2d15~2eVAV~2d14~2d15-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d74-VAV~2d14~2d15~2eVAV~2d14~2d15-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d74-VAV~2d14~2d15~2eVAV~2d14~2d15-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d75-VAV~2d14~2d16~2eVAV~2d14~2d16-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d75-VAV~2d14~2d16~2eVAV~2d14~2d16-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d75-VAV~2d14~2d16~2eVAV~2d14~2d16-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d75-VAV~2d14~2d16~2eVAV~2d14~2d16-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d75-VAV~2d14~2d16~2eVAV~2d14~2d16-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d75-VAV~2d14~2d16~2eVAV~2d14~2d16-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d75-VAV~2d14~2d16~2eVAV~2d14~2d16-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d75-VAV~2d14~2d16~2eVAV~2d14~2d16-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d76-VAV~2d14~2d17~2eVAV~2d14~2d17-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d76-VAV~2d14~2d17~2eVAV~2d14~2d17-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d76-VAV~2d14~2d17~2eVAV~2d14~2d17-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d76-VAV~2d14~2d17~2eVAV~2d14~2d17-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d76-VAV~2d14~2d17~2eVAV~2d14~2d17-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d76-VAV~2d14~2d17~2eVAV~2d14~2d17-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d76-VAV~2d14~2d17~2eVAV~2d14~2d17-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d76-VAV~2d14~2d17~2eVAV~2d14~2d17-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d77-VAV~2d14~2dP1~2eVAV~2d14~2dP1-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d77-VAV~2d14~2dP1~2eVAV~2d14~2dP1-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d77-VAV~2d14~2dP1~2eVAV~2d14~2dP1-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d77-VAV~2d14~2dP1~2eVAV~2d14~2dP1-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d77-VAV~2d14~2dP1~2eVAV~2d14~2dP1-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d77-VAV~2d14~2dP1~2eVAV~2d14~2dP1-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d77-VAV~2d14~2dP1~2eVAV~2d14~2dP1-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d77-VAV~2d14~2dP1~2eVAV~2d14~2dP1-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d78-VAV~2d14~2dP2~2eVAV~2d14~2dP2-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d78-VAV~2d14~2dP2~2eVAV~2d14~2dP2-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d78-VAV~2d14~2dP2~2eVAV~2d14~2dP2-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d78-VAV~2d14~2dP2~2eVAV~2d14~2dP2-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d78-VAV~2d14~2dP2~2eVAV~2d14~2dP2-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d78-VAV~2d14~2dP2~2eVAV~2d14~2dP2-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d78-VAV~2d14~2dP2~2eVAV~2d14~2dP2-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d78-VAV~2d14~2dP2~2eVAV~2d14~2dP2-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d79-VAV~2d14~2dP3~2eVAV~2d14~2dP3-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d79-VAV~2d14~2dP3~2eVAV~2d14~2dP3-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d79-VAV~2d14~2dP3~2eVAV~2d14~2dP3-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d79-VAV~2d14~2dP3~2eVAV~2d14~2dP3-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d79-VAV~2d14~2dP3~2eVAV~2d14~2dP3-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d79-VAV~2d14~2dP3~2eVAV~2d14~2dP3-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d79-VAV~2d14~2dP3~2eVAV~2d14~2dP3-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d79-VAV~2d14~2dP3~2eVAV~2d14~2dP3-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d80-VAV~2d14~2dP4~2eVAV~2d14~2dP4-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d80-VAV~2d14~2dP4~2eVAV~2d14~2dP4-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d80-VAV~2d14~2dP4~2eVAV~2d14~2dP4-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d80-VAV~2d14~2dP4~2eVAV~2d14~2dP4-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d80-VAV~2d14~2dP4~2eVAV~2d14~2dP4-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d80-VAV~2d14~2dP4~2eVAV~2d14~2dP4-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d80-VAV~2d14~2dP4~2eVAV~2d14~2dP4-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d80-VAV~2d14~2dP4~2eVAV~2d14~2dP4-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d81-VAV~2d15~2d03~2eVAV~2d15~2d03-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d81-VAV~2d15~2d03~2eVAV~2d15~2d03-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d81-VAV~2d15~2d03~2eVAV~2d15~2d03-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d81-VAV~2d15~2d03~2eVAV~2d15~2d03-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d81-VAV~2d15~2d03~2eVAV~2d15~2d03-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d81-VAV~2d15~2d03~2eVAV~2d15~2d03-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d81-VAV~2d15~2d03~2eVAV~2d15~2d03-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d81-VAV~2d15~2d03~2eVAV~2d15~2d03-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d82-VAV~2d15~2d04~2eVAV~2d15~2d04-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d82-VAV~2d15~2d04~2eVAV~2d15~2d04-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d82-VAV~2d15~2d04~2eVAV~2d15~2d04-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d82-VAV~2d15~2d04~2eVAV~2d15~2d04-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d82-VAV~2d15~2d04~2eVAV~2d15~2d04-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d82-VAV~2d15~2d04~2eVAV~2d15~2d04-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d82-VAV~2d15~2d04~2eVAV~2d15~2d04-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d82-VAV~2d15~2d04~2eVAV~2d15~2d04-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d83-VAV~2d15~2d06~2eVAV~2d15~2d06-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d83-VAV~2d15~2d06~2eVAV~2d15~2d06-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d83-VAV~2d15~2d06~2eVAV~2d15~2d06-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d83-VAV~2d15~2d06~2eVAV~2d15~2d06-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d83-VAV~2d15~2d06~2eVAV~2d15~2d06-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d83-VAV~2d15~2d06~2eVAV~2d15~2d06-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d83-VAV~2d15~2d06~2eVAV~2d15~2d06-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d83-VAV~2d15~2d06~2eVAV~2d15~2d06-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d84-VAV~2d15~2d07~2eVAV~2d15~2d07-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d84-VAV~2d15~2d07~2eVAV~2d15~2d07-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d84-VAV~2d15~2d07~2eVAV~2d15~2d07-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d84-VAV~2d15~2d07~2eVAV~2d15~2d07-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d84-VAV~2d15~2d07~2eVAV~2d15~2d07-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d84-VAV~2d15~2d07~2eVAV~2d15~2d07-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d84-VAV~2d15~2d07~2eVAV~2d15~2d07-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d84-VAV~2d15~2d07~2eVAV~2d15~2d07-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d85-VAV~2d15~2d09~2eVAV~2d15~2d09-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d85-VAV~2d15~2d09~2eVAV~2d15~2d09-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d85-VAV~2d15~2d09~2eVAV~2d15~2d09-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d85-VAV~2d15~2d09~2eVAV~2d15~2d09-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d85-VAV~2d15~2d09~2eVAV~2d15~2d09-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d85-VAV~2d15~2d09~2eVAV~2d15~2d09-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d85-VAV~2d15~2d09~2eVAV~2d15~2d09-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d85-VAV~2d15~2d09~2eVAV~2d15~2d09-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d86-VAV~2d15~2dN1~2eVAV~2d15~2dN1-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d86-VAV~2d15~2dN1~2eVAV~2d15~2dN1-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d86-VAV~2d15~2dN1~2eVAV~2d15~2dN1-SA~2dF~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,+,,,,,,,,,,,,,,,,,+,,,,,,,,L/s,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d86-VAV~2d15~2dN1~2eVAV~2d15~2dN1-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d86-VAV~2d15~2dN1~2eVAV~2d15~2dN1-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d86-VAV~2d15~2dN1~2eVAV~2d15~2dN1-UNIT~2dENA~2eTrend1,,,,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d86-VAV~2d15~2dN1~2eVAV~2d15~2dN1-VAV~2dTMP~2dDIFF~2eTrend1,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d86-VAV~2d15~2dN1~2eVAV~2d15~2dN1-ZN~2dT~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d86-VAV~2d15~2dN1~2eVAV~2d15~2dN1-ZNT~2dSP~2eTrend1,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,+
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d87-VAV~2d15~2dN2~2eVAV~2d15~2dN2-DA~2dVP~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,Pa,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d87-VAV~2d15~2dN2~2eVAV~2d15~2dN2-DPR~2dO~2eTrend1,,,,,+,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d87-VAV~2d15~2dN2~2eVAV~2d15~2dN2-SA~2dT~2eTrend1,+,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,
_NAE_04_NAE~2d04~2fFC~2d1~2eFD~2d87-VAV~2d15~2dN2~2eVAV~2d15~2dN2-SAF~2dSP~2eTrend1,,,,,,,,,,,,,,,+,,,,,+,,,,,,,,,,,,,,,,,,,,,+,,,,,,,L/s,,,,
